CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
1384404,BOEING                        ,737-7H4             ,5,2,140,492WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,493WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,494WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,495WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,496WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,497WN,2004,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,498WN,2005,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,499WN,2005,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,700GS,1997,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,701GS,1997,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,701VL,2008,UMB BANK NA TRUSTEE                               
1384404,BOEING                        ,737-7H4             ,5,2,140,702VL,2008,UMB BANK NA TRUSTEE                               
1384404,BOEING                        ,737-7H4             ,5,2,140,703SW,1997,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,703VL,2008,UMB BANK N A TRUSTEE                              
1384404,BOEING                        ,737-7H4             ,5,2,140,704SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,705SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,706SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,707SA,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,707VL,2008,UMB BANK NA TRUSTEE                               
1384404,BOEING                        ,737-7H4             ,5,2,140,708VL,2004,UMB BANK NA TRUSTEE                               
1384404,BOEING                        ,737-7H4             ,5,2,140,709SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,710SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,711HK,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,712SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,713SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,714CB,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,715SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,716SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,717SA,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,718SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,719SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,720WN,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,723SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,724SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,725SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,726SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,727SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,728SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,729SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,730SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,731SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,732SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,733SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,734SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,735SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,736SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,737JW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,738CB,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,739GB,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,741SA,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,742SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,743SW,1998,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,744SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,745SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,746SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,747SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,748SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,749SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,750SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,751SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,752SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,754SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,755SA,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,757LV,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,758SW,1999,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,760SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,762SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,763SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,765SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,767SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,768SW,2000,SOUTHWEST AIRLINES CO                             
1384404,BOEING                        ,737-7H4             ,5,2,140,769SW,2000,SOUTHWEST AIRLINES CO                             
