code,name,time_zone,city,state,iso_code,country_name
OMM,Marmul,Asia/Muscat,,,OM,Oman
OMO,Mostar Airport,Europe/Sarajevo,Blagaj,Federation of Bosnia and Herzegovina,BA,Bosnia and Herzegovina
OMR,Oradea Airport,Europe/Bucharest,Nojorid,Bihor,RO,Romania
OMS,Omsk Airport,Asia/Omsk,Omsk,Omsk,RU,Russia
OMY,Oddor Meanche,Asia/Phnom_Penh,Tbeng Meanchey,Preah Vihear,KH,Cambodia
ONA,Municipal,America/Chicago,Goodview,Minnesota,US,United States
ONB,Ononge,Pacific/Port_Moresby,,,PG,Papua New Guinea
ONE,Onepusu,Pacific/Guadalcanal,,,SB,Solomon Islands
ONG,Mornington Airport,Australia/Brisbane,,,AU,Australia
ONH,Municipal,America/New_York,Oneonta,New York,US,United States
ONI,Moanamani,Asia/Jayapura,Nabire,Papua,ID,Indonesia
ONJ,Odate Noshiro Airport,Asia/Tokyo,Takanosu,Akita,JP,Japan
ONK,Olenyok Airport,Asia/Yakutsk,Olenyok,Sakha,RU,Russia
ONL,Municipal,America/Chicago,O'Neill,Nebraska,US,United States
ONM,Socorro,America/Denver,Socorro,New Mexico,US,United States
ONN,Onion Bay,America/Anchorage,,,US,United States
ONO,Ontario Municipal Airport,America/Boise,Ontario,Oregon,US,United States
ONP,Newport,America/Los_Angeles,Newport,Oregon,US,United States
ONQ,Zonguldak,Europe/Istanbul,Saltukova,Zonguldak,TR,Turkey
ONR,Monkira,Australia/Brisbane,,,AU,Australia
ONS,Onslow Airport,Australia/Perth,Dampier,Western Australia,AU,Australia
ONT,Ontario International Airport,America/Los_Angeles,Rancho Cucamonga,California,US,United States
ONU,Ono I Lau,Pacific/Fiji,,,FJ,Fiji
ONX,Enrique Adolfo Jimenez,America/Panama,Colon,Colon,PA,Panama
ONY,Olney,America/Chicago,Olney,Texas,US,United States
OOA,Municipal,America/Chicago,Oskaloosa,Iowa,US,United States
OOD,Gudai-Darri Airstrip,Australia/Perth,Newman,Western Australia,AU,Australia
OOK,Toksook Bay Airport,America/Anchorage,,,US,United States
OOL,Gold Coast Airport,Australia/Brisbane,Tugun,Queensland,AU,Australia
OOM,Snowy Mountains Airport,Australia/Sydney,Berridale,New South Wales,AU,Australia
OOR,Mooraberree,Australia/Brisbane,,,AU,Australia
OOT,Onotoa,Pacific/Tarawa,,,KI,Kiribati
OPA,Kopasker,Atlantic/Reykjavik,Husavik,Northeast,IS,Iceland
OPB,Open Bay,Pacific/Port_Moresby,,,PG,Papua New Guinea
OPF,Opa-locka Executive Airport,America/New_York,Miami Lakes,Florida,US,United States
OPI,Oenpelli,Australia/Darwin,McMinns Lagoon,Northern Territory,AU,Australia
OPL,St Landry Parish,America/Chicago,Opelousas,Louisiana,US,United States
OPO,Porto Airport,Europe/Lisbon,Santa Cruz do Bispo,Porto,PT,Portugal
OPP,Salinópolis Airport,America/Belem,Salinópolis,,BR,Brazil
OPS,Sinop Airport,America/Cuiaba,,,BR,Brazil
OPU,Balimo,Pacific/Port_Moresby,,,PG,Papua New Guinea
ORA,Oran,America/Argentina/Salta,Embarcacion,Salta,AR,Argentina
ORB,Orebro-Bofors Airport,Europe/Stockholm,Vintrosa,OErebro,SE,Sweden
ORC,Orocue,America/Bogota,Orocue,Casanare,CO,Colombia
ORD,O'Hare International Airport,America/Chicago,Rosemont,Illinois,US,United States
ORE,Orleans,Europe/Paris,Orleans,Centre,FR,France
ORF,Norfolk International Airport,America/New_York,Norfolk,Virginia,US,United States
ORG,Zorg En Hoop,America/Paramaribo,Paramaribo,Paramaribo,SR,Suriname
ORH,Worcester Regional Airport,America/New_York,Leicester,Massachusetts,US,United States
ORI,Port Lions SPB,America/Anchorage,,,US,United States
ORJ,Orinduik,America/Guyana,,,GY,Guyana
ORK,Cork Airport,Europe/Dublin,Cork,Munster,IE,Ireland
ORL,Orlando Executive,America/New_York,Azalea Park,Florida,US,United States
ORM,Northampton,Europe/London,Northampton,England,GB,United Kingdom
ORN,Es Senia Airport,Africa/Algiers,,,DZ,Algeria
ORO,Yoro,America/Tegucigalpa,Yoro,Yoro,HN,Honduras
ORP,Orapa,Africa/Gaborone,Rakops,Central,BW,Botswana
ORQ,Heliport,America/New_York,Westport,Connecticut,US,United States
ORR,Yorketown,Australia/Adelaide,,,AU,Australia
ORS,Waterport,Australia/Brisbane,,,AU,Australia
ORT,Northway,America/Anchorage,,,US,United States
ORU,Oruro,America/La_Paz,Oruro,Oruro,BO,Bolivia
ORV,Robert (Bob) Curtis Memorial Airport,America/Anchorage,,,US,United States
ORW,Ormara,Asia/Karachi,Ormara,Balochistan,PK,Pakistan
ORX,Oriximina,America/Santarem,Oriximina,Para,BR,Brazil
ORY,Paris Orly Airport,Europe/Paris,Paray-Vieille-Poste,Ile-de-France,FR,France
ORZ,Orange Walk,America/Belize,Belmopan,Cayo,BZ,Belize
OSB,Osage Beach,America/Chicago,Osage Beach,Missouri,US,United States
OSC,Wurtsmith AFB,America/Detroit,Au Sable,Michigan,US,United States
OSD,Are Ostersund Airport,Europe/Stockholm,Krokom,Jaemtland,SE,Sweden
OSE,Omora,Pacific/Port_Moresby,,,PG,Papua New Guinea
OSF,Ostafyevo International Business Airport,Europe/Moscow,Shcherbinka,Moskovskaya,RU,Russia
OSG,Ossima,Pacific/Port_Moresby,,,PG,Papua New Guinea
OSH,Wittman Field,America/Chicago,Oshkosh,Wisconsin,US,United States
OSI,Osijek Airport,Europe/Zagreb,Osijek,Osjecko-Baranjska,HR,Croatia
OSJ,Ol Seki Airport,Africa/Nairobi,Narok,Narok,KE,Kenya
OSK,Oskarshamn,Europe/Stockholm,Oskarshamn,Kalmar,SE,Sweden
OSL,Oslo Airport Gardermoen,Europe/Oslo,Teigebyen,Akershus,NO,Norway
OSM,Mosul,Asia/Baghdad,Mosul,Ninawa,IQ,Iraq
OSN,Osan AB,Asia/Seoul,Osan,Gyeonggi-do,KR,South Korea
OSO,Osborne Mine,Australia/Brisbane,,,AU,Australia
OSR,Mosnov Airport,Europe/Prague,Petrvald,,CZ,Czech Republic
OSS,Osh Airport,Asia/Bishkek,Osh,Osh,KG,Kyrgyzstan
OST,Ostend-Bruges International Airport,Europe/Brussels,Middelkerke,Flanders,BE,Belgium
OSU,Ohio State University,America/New_York,Dublin,Ohio,US,United States
OSW,Orsk Airport,Asia/Yekaterinburg,Orsk,Orenburg,RU,Russia
OSX,Attala County,America/Chicago,Kosciusko,Mississippi,US,United States
OSY,Namsos Airport,Europe/Oslo,Namsos,Nord-Trondelag,NO,Norway
OSZ,Koszalin,Europe/Warsaw,Tychowo,West Pomeranian Voivodeship,PL,Poland
OTA,Mota,Africa/Addis_Ababa,Addiet Canna,Amhara,ET,Ethiopia
OTC,Bol,Africa/Ndjamena,Bol,Lac,TD,Chad
OTD,Contadora,America/Panama,Veracruz,Panama,PA,Panama
OTG,Worthington,America/Chicago,Worthington,Minnesota,US,United States
OTH,Southwest Oregon Regional Airport,America/Los_Angeles,North Bend,Oregon,US,United States
OTI,Pitu,Asia/Jayapura,Tobelo,Maluku Utara,ID,Indonesia
OTK,Tillamook,America/Los_Angeles,Tillamook,Oregon,US,United States
OTL,Boutilimit,Africa/Nouakchott,Aleg,Brakna,MR,Mauritania
OTM,Industrial,America/Chicago,Ottumwa,Iowa,US,United States
OTN,Green,America/Indiana/Vincennes,Bicknell,Indiana,US,United States
OTO,Vor,America/Denver,Moriarty,New Mexico,US,United States
OTP,Bucharest Henri Coanda International Airport,Europe/Bucharest,Otopeni,Ilfov,RO,Romania
OTQ,Otog Front Banner Oljoq Airport,Asia/Shanghai,Ordos City,,CN,China
OTR,Coto 47,America/Costa_Rica,Corredor,Puntarenas,CR,Costa Rica
OTS,Anacortes,America/Los_Angeles,Anacortes,Washington,US,United States
OTT,Andre Maggi,America/Cuiaba,Aripuana,Mato Grosso,BR,Brazil
OTU,Otu,America/Bogota,Segovia,Antioquia,CO,Colombia
OTV,Ontong Java,Pacific/Guadalcanal,,,SB,Solomon Islands
OTY,Oria,Pacific/Port_Moresby,,,PG,Papua New Guinea
OTZ,Ralph Wien Memorial Airport,America/Nome,,,US,United States
OUA,Ouagadougou International Airport,Africa/Ouagadougou,Ouagadougou,Centre,BF,Burkina Faso
OUD,Les Angades Airport,Africa/Casablanca,Oujda,Oriental,MA,Morocco
OUE,Ouesso,Africa/Brazzaville,Ouesso,Sangha,CG,Congo
OUG,Ouahigouya,Africa/Ouagadougou,Ouahigouya,Nord,BF,Burkina Faso
OUH,Oudtshoorn,Africa/Johannesburg,Oudtshoorn,Western Cape,ZA,South Africa
OUI,Ban Houei,Asia/Vientiane,,,LA,Laos
OUK,Outer Skerries,Europe/London,,,GB,United Kingdom
OUL,Oulu Airport,Europe/Helsinki,Oulunsalo,Northern Ostrobothnia,FI,Finland
OUM,Oum Hadjer,Africa/Ndjamena,Oum Hadjer,Batha,TD,Chad
OUN,Max Westheimer,America/Chicago,Norman,Oklahoma,US,United States
OUR,Batouri,Africa/Douala,Batouri,East,CM,Cameroon
OUS,Ourinhos,America/Sao_Paulo,Ourinhos,Sao Paulo,BR,Brazil
OUT,Bousso,Africa/Ndjamena,Bousso,Chari-Baguirmi,TD,Chad
OUU,Ouanga,Africa/Libreville,,,GA,Gabon
OUZ,Zouerate,Africa/Nouakchott,Zouerat,Tiris Zemmour,MR,Mauritania
OVA,Bekily,Indian/Antananarivo,Beteza,Androy,MG,Madagascar
OVB,Novosibirsk Tolmachevo Airport,Asia/Phnom_Penh,Ob',Novosibirsk,RU,Russia
OVD,Asturias Airport,Europe/Madrid,Castrillon,Asturias,ES,Spain
OVE,Oroville,America/Los_Angeles,Thermalito,California,US,United States
OVG,Overberg (FAOB),Africa/Johannesburg,Bredasdorp,Western Cape,ZA,South Africa
OVL,Ovalle,America/Santiago,Monte Patria,Coquimbo,CL,Chile
OVR,Olavarria,America/Argentina/Buenos_Aires,Olavarria,Buenos Aires,AR,Argentina
OVS,Sovetsky Airport,Asia/Yekaterinburg,Sovetskiy,Khanty-Mansiyskiy Avtonomnyy Okrug,RU,Russia
OWA,Owatonna,America/Chicago,Owatonna,Minnesota,US,United States
OWB,Daviess County Airport,America/Chicago,Owensboro,Kentucky,US,United States
OWD,Memorial,America/New_York,West Bridgewater,Massachusetts,US,United States
OWE,Owendo,Africa/Libreville,Libreville,Estuaire,GA,Gabon
OWK,Central Maine Airport of Norridgewock,America/New_York,Norridgewock,Maine,US,United States
OXB,Osvaldo Vieira Airport,Africa/Bissau,Bissau,Bissau,GW,Guinea-Bissau
OXC,Waterbury-oxford,America/New_York,Oxford,Connecticut,US,United States
OXD,Miami University,America/New_York,New Paris,Ohio,US,United States
OXF,Oxford (Kidlington),Europe/London,Oxford,England,GB,United Kingdom
OXO,Orientos,Australia/Brisbane,,,AU,Australia
OXR,Ventura,America/Los_Angeles,Oxnard,California,US,United States
OXY,Morney,Australia/Brisbane,,,AU,Australia
OYA,Goya,America/Argentina/Cordoba,Goya,Corrientes,AR,Argentina
OYC,Camopi Airport,America/Cayenne,Camopi,,GF,French Guiana
OYE,Oyem,Africa/Libreville,Oyem,Woleu-Ntem,GA,Gabon
OYG,Moyo,Africa/Kampala,Moyo,Northern Region,UG,Uganda
OYK,Oiapoque,America/Belem,,,BR,Brazil
OYL,Moyale,Africa/Nairobi,Moyale,Marsabit,KE,Kenya
OYN,Ouyen,Australia/Melbourne,,,AU,Australia
OYO,Tres Arroyos,America/Argentina/Buenos_Aires,Tres Arroyos,Buenos Aires,AR,Argentina
OYP,St-Georges de lOyapock,America/Cayenne,Saint-Georges-de-l'Oyapock,Guyane,GF,French Guiana
OYS,Yosemite Ntl Park,America/Los_Angeles,Yosemite Valley,California,US,United States
OZA,Ozona Municipalcipal,America/Chicago,Ozona,Texas,US,United States
OZC,Labo Airport,Asia/Manila,Lapase,Northern Mindanao,PH,Philippines
OZG,Zagora Airport,Africa/Casablanca,Zagora,Souss-Massa-Draa,MA,Morocco
OZH,Zaporozhye Airport,Europe/Zaporozhye,Zaporizhzhya,Zaporizhia,UA,Ukraine
OZI,Bobadilla,Europe/Madrid,Furnas,Azores,ES,Spain
OZP,Moron,Europe/Madrid,Utrera,Andalusia,ES,Spain
OZR,Cairns AAF,America/Chicago,Ozark,Alabama,US,United States
OZU,Montilla,Europe/Madrid,Montilla,Andalusia,ES,Spain
OZZ,Ouarzazate Airport,Africa/Casablanca,Ouarzazat,Souss-Massa-Draa,MA,Morocco
PAA,Pa-an,Asia/Rangoon,Hpa-an,Kayin,MM,Myanmar
PAB,Bilaspur,Asia/Kolkata,Bilaspur,Himachal Pradesh,IN,India
PAC,Marcos A. Gelabert International Airport,America/Panama,Chepillo,Panama,PA,Panama
PAD,Paderborn Lippstadt Airport,Europe/Berlin,Salzkotten,North Rhine-Westphalia,DE,Germany
PAE,Snohomish County - Paine Field,America/Los_Angeles,Mukilteo,Washington,US,United States
PAF,Pakuba,Africa/Kampala,Bulisa,Western Region,UG,Uganda
PAG,Pagadian Airport,Asia/Manila,Pagadian,Zamboanga Peninsula,PH,Philippines
PAH,Barkley Regional Airport,America/Chicago,Massac,Kentucky,US,United States
PAJ,Para Chinar,Asia/Karachi,Parachinar,Federally Administered Tribal Areas,PK,Pakistan
PAK,Port Allen,Pacific/Honolulu,Hanapepe Heights,Hawaii,US,United States
PAL,Palanquero,America/Bogota,,,CO,Colombia
PAM,Tyndall AFB,America/Chicago,Panama City,Florida,US,United States
PAN,Pattani,Asia/Bangkok,Nong Chik,Pattani,TH,Thailand
PAO,Palo Alto,America/Los_Angeles,East Palo Alto,California,US,United States
PAP,Toussaint Louverture International Airport,America/Port-au-Prince,Delmas 73,Ouest,HT,Haiti
PAQ,Palmer Municipalcipal,America/Anchorage,Palmer,Alaska,US,United States
PAS,Paros Airport,Europe/Athens,Antiparos,South Aegean,GR,Greece
PAT,Jay Prakash Narayan International Airport,Asia/Kolkata,Patna,Bihar,IN,India
PAU,Pauk,Asia/Rangoon,,,MM,Myanmar
PAV,Paulo Afonso Airport,America/Bahia,Paulo Afonso,Bahia,BR,Brazil
PAW,Pambwa,Pacific/Port_Moresby,,,PG,Papua New Guinea
PAX,Port De Paix,America/Port-au-Prince,Ti Port-de-Paix,Nord-Ouest,HT,Haiti
PAY,Pamol,Asia/Kuching,,,MY,Malaysia
PAZ,El Tajin National Airport,America/Mexico_City,Poza Rica de Hidalgo,Veracruz,MX,Mexico
PBA,Point Barrow,America/Anchorage,,,US,United States
PBB,Paranaiba,America/Campo_Grande,Paranaiba,Mato Grosso do Sul,BR,Brazil
PBC,Huejotsingo Airport,America/Mexico_City,Santa Maria Zacatepec,Puebla,MX,Mexico
PBD,Porbandar,Asia/Kolkata,Porbandar,Gujarat,IN,India
PBE,Puerto Berrio,America/Bogota,Puerto Berrio,Antioquia,CO,Colombia
PBF,Grider Field,America/Chicago,Pine Bluff,Arkansas,US,United States
PBG,Plattsburgh International Airport,America/New_York,Plattsburgh West,New York,US,United States
PBH,Paro Airport,Asia/Thimphu,Paro,Paro,BT,Bhutan
PBI,Palm Beach International Airport,America/New_York,Haverhill,Florida,US,United States
PBJ,Paama,Pacific/Efate,,,VU,Vanuatu
PBK,Pack Creek,America/Anchorage,,,US,United States
PBL,Puerto Cabello,America/Caracas,Puerto Cabello,Carabobo,VE,Venezuela
PBM,Zanderij International Airport,America/Paramaribo,Onverwacht,Para,SR,Suriname
PBN,Porto Amboim,Africa/Luanda,Sumbe,Cuanza Sul,AO,Angola
PBO,Paraburdoo Airport,Australia/Perth,,,AU,Australia
PBP,Punta Islita,America/Costa_Rica,Canas,Guanacaste,CR,Costa Rica
PBQ,Pimenta Bueno,America/Porto_Velho,Pimenta Bueno,Rondonia,BR,Brazil
PBR,Puerto Barrios,America/Guatemala,Puerto Barrios,Izabal,GT,Guatemala
PBS,Patong Beach,Asia/Bangkok,Patong,Phuket,TH,Thailand
PBT,Puerto Leda,America/Asuncion,Fuerte Olimpo,Alto Paraguay,PY,Paraguay
PBU,Putao,Asia/Rangoon,Zhowagoin,Tibet Autonomous Region,MM,Myanmar
PBV,Porto Dos Gauchos,America/Cuiaba,,,BR,Brazil
PBW,Palibelo,Asia/Makassar,Yendi,Northern,ID,Indonesia
PBX,Porto Alegre Do Norte,America/Cuiaba,,,BR,Brazil
PBY,Hamilton/Proserpine,Australia/Brisbane,,,AU,Australia
PBZ,Plettenberg Bay Airport,Africa/Johannesburg,Plettenberg Bay,Western Cape,ZA,South Africa
PCA,Portage Creek,America/Anchorage,,,US,United States
PCB,Pondok Cabe,Asia/Jakarta,Pamulang,West Java,ID,Indonesia
PCC,Puerto Rico,America/Bogota,,,CO,Colombia
PCD,Prairie du Chien Municipal Airport,America/Chicago,Prairie du Chien,Wisconsin,US,United States
PCE,Painter Creek,America/Anchorage,,,US,United States
PCF,Potchefstroom,Africa/Johannesburg,Potchefstroom,North-West,ZA,South Africa
PCG,Paso Caballos,America/Guatemala,San Andres,Peten,GT,Guatemala
PCH,Palacios,America/Tegucigalpa,Buenos Aires,Copan,HN,Honduras
PCJ,Puerto La Victoria,America/Asuncion,,,PY,Paraguay
PCK,Porcupine Creek,America/Anchorage,,,US,United States
PCL,Capitan Rolden Airport,America/Lima,Puerto Callao,Ucayali,PE,Peru
PCM,Playa Del Carmen,America/Cancun,Playa del Carmen,Quintana Roo,MX,Mexico
PCN,Picton Aerodrome,Pacific/Auckland,Picton,Marlborough,NZ,New Zealand
PCO,Punta Colorada,America/Mazatlan,,,MX,Mexico
PCP,Principe,Africa/Sao_Tome,Santo Antonio,Principe,ST,Sao Tome and Principe
PCQ,Bounneua,Asia/Vientiane,Phongsali,Phongsali,LA,Laos
PCR,Puerto Carreno Airport,America/Bogota,,,CO,Colombia
PCS,Picos,America/Fortaleza,Picos,Piaui,BR,Brazil
PCT,Princeton,America/New_York,,,US,United States
PCU,Pearl River County,America/Chicago,Nicholson,Mississippi,US,United States
PCV,Punta Chivato,America/Mazatlan,Mulege,Baja California Sur,MX,Mexico
PDA,Puerto Inirida,America/Bogota,Inirida,Guainia,CO,Colombia
PDB,Pedro Bay,America/Anchorage,,,US,United States
PDC,Mueo,Pacific/Noumea,Poya,North Province,NC,New Caledonia
PDD,Ponta de Ouro,Africa/Maputo,Maputo,Maputo City,MZ,Mozambique
PDE,Pandie Pandie,Australia/Adelaide,,,AU,Australia
PDF,Prado,America/Bahia,Prado,Bahia,BR,Brazil
PDG,Minangkabau International Airport,Asia/Jakarta,Lubukalung,West Sumatra,ID,Indonesia
PDI,Pindiu,Pacific/Port_Moresby,,,PG,Papua New Guinea
PDK,DeKalb Peachtree Airport,America/New_York,Doraville,Georgia,US,United States
PDL,Joao Paulo II Airport,Atlantic/Azores,Arrifes,Azores,PT,Portugal
PDM,Pedasí Airport,America/Panama,Pedasi,Los Santos,PA,Panama
PDN,Parndana,Australia/Adelaide,,,AU,Australia
PDO,Pendopo,Asia/Jakarta,Gunungmegang Dalam,South Sumatra,ID,Indonesia
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,America/Montevideo,Maldonado,Maldonado,UY,Uruguay
PDR,Presidente Dutra,America/Fortaleza,Presidente Dutra,Maranhao,BR,Brazil
PDS,Piedras Negras International Airport,America/Matamoros,Piedras Negras,Coahuila,MX,Mexico
PDT,Eastern Oregon Regional Airport,America/Los_Angeles,Pendleton,Oregon,US,United States
PDU,Paysandu,America/Montevideo,Paysandu,Paysandu,UY,Uruguay
PDV,Plovdiv Airport,Europe/Sofia,Kaloyanovo,Plovdiv,BG,Bulgaria
PDX,Portland International Airport,America/Los_Angeles,Walnut Grove,Washington,US,United States
PDZ,Pedernales,America/Caracas,Pedernales,Delta Amacuro,VE,Venezuela
PEA,Penneshaw,Australia/Adelaide,,,AU,Australia
PEB,Pebane,Africa/Maputo,,,MZ,Mozambique
PEC,Pelican SPB,America/Anchorage,,,US,United States
PED,Pardubice Airport,Europe/Prague,,,CZ,Czech Republic
PEE,Perm International Airport,Asia/Yekaterinburg,Kultayevo,Perm,RU,Russia
PEF,Peenemuende,Europe/Berlin,Kroslin,Mecklenburg-Vorpommern,DE,Germany
PEG,Sant Egidio Airport,Europe/Rome,Perugia,Umbria,IT,Italy
PEH,Pehuajo,America/Argentina/Buenos_Aires,Pehuajo,Buenos Aires,AR,Argentina
PEI,Matecana International Airport,America/Bogota,Pereira,Risaralda,CO,Colombia
PEK,Beijing Capital International Airport,Asia/Shanghai,,,CN,China
PEL,Pelaneng,Africa/Maseru,,,LS,Lesotho
PEM,Puerto Maldonado Airport,America/Lima,Puerto Maldonado,Madre de Dios,PE,Peru
PEN,Penang International Airport,Asia/Kuala_Lumpur,Kampung Sungai Ara,Penang,MY,Malaysia
PEP,Peppimenarti,Australia/Darwin,,,AU,Australia
PEQ,Pecos City,America/Chicago,Pecos,Texas,US,United States
PER,Perth Airport,Australia/Perth,Redcliffe,Western Australia,AU,Australia
PES,Petrozavodsk Airport,Europe/Moscow,Petrozavodsk,Republic of Karelia,RU,Russia
PET,Federal Airport,America/Sao_Paulo,Pelotas,Rio Grande do Sul,BR,Brazil
PEU,Puerto Lempira,America/Tegucigalpa,Puerto Lempira,Gracias a Dios,HN,Honduras
PEV,Pecs Pogany,Europe/Budapest,,,HU,Hungary
PEW,Bacha Khan International Airport,Asia/Karachi,Peshawar,Khyber Pakhtunkhwa,PK,Pakistan
PEX,Pechora Airport,Europe/Moscow,Puteyets,Komi Republic,RU,Russia
PEY,Penong,Australia/Adelaide,Ceduna,South Australia,AU,Australia
PEZ,Penza Airport,Europe/Moscow,Zasechnoye,Penza,RU,Russia
PFA,Paf Warren,America/Anchorage,,,US,United States
PFB,Passo Fundo Airport,America/Sao_Paulo,Passo Fundo,Rio Grande do Sul,BR,Brazil
PFC,Pacific City State,America/Los_Angeles,Pacific City,Oregon,US,United States
PFD,Port Frederick,America/Anchorage,,,US,United States
PFJ,Patreksfjordur,Atlantic/Reykjavik,,,IS,Iceland
PFM,Primrose Aerodrome,America/Edmonton,,,CA,Canada
PFN,Bay County,America/Chicago,Pretty Bayou,Florida,US,United States
PFO,Paphos International Airport,Asia/Nicosia,Paphos,Pafos,CY,Cyprus
PFQ,Parsabad,Asia/Tehran,Parsabad,Ardabil,IR,Iran
PFR,Ilebo,Africa/Lubumbashi,Ilebo,Kasai-Occidental,CD,Democratic Republic of the Congo
PGA,Page Airport,America/Phoenix,Page,Arizona,US,United States
PGB,Pangoa,Pacific/Port_Moresby,,,PG,Papua New Guinea
PGC,Grant County,America/New_York,Petersburg,West Virginia,US,United States
PGD,Charlotte County Airport,America/New_York,Cleveland,Florida,US,United States
PGE,Yegepa,Pacific/Port_Moresby,,,PG,Papua New Guinea
PGF,Llabanere Airport,Europe/Paris,Peyrestortes,Languedoc-Roussillon,FR,France
PGG,Progresso,America/Santarem,Jacareacanga,Para,BR,Brazil
PGH,Pantnagar Airport,Asia/Kolkata,Kichha,Uttarakhand,IN,India
PGI,Chitato,Africa/Luanda,,,AO,Angola
PGK,Depati Amir Airport,Asia/Jakarta,Pangkalpinang,Bangka-Belitung Islands,ID,Indonesia
PGL,Jackson County,America/Chicago,Moss Point,Mississippi,US,United States
PGM,Port Graham,America/Anchorage,,,US,United States
PGN,Pangia,Pacific/Port_Moresby,Ialibu,Southern Highlands,PG,Papua New Guinea
PGO,Stevens Field,America/Denver,Pagosa Springs,Colorado,US,United States
PGP,Porto Alegre,Africa/Sao_Tome,,,ST,Sao Tome and Principe
PGQ,Buli Airport,Asia/Jayapura,Buli,Maluku Utara,ID,Indonesia
PGR,Paragould Kirk Field,America/Chicago,Paragould,Arkansas,US,United States
PGS,Peach Springs,America/Phoenix,Peach Springs,Arizona,US,United States
PGU,Ala'Marvdasht Airport,Asia/Tehran,Bandar-e `Asaluyeh,Bushehr,IR,Iran
PGV,Pitt-Greenville Airport,America/New_York,Greenville,North Carolina,US,United States
PGX,Perigueux Airport,Europe/Paris,Perigueux,Aquitaine,FR,France
PGZ,Comte Antonio Amilton Beraldo Airport,America/Sao_Paulo,Ponta Grossa,Parana,BR,Brazil
PHA,Phan Rang,Asia/Ho_Chi_Minh,Phan Rang-Thap Cham,Ninh Thuan,VN,Vietnam
PHB,Santos Dumont,America/Fortaleza,Parnaiba,Piaui,BR,Brazil
PHC,Port Harcourt International Airport,Africa/Lagos,Emuoha,Rivers,NG,Nigeria
PHD,Harry Clever Field,America/New_York,New Philadelphia,Ohio,US,United States
PHE,Port Hedland International Airport,Australia/Perth,,,AU,Australia
PHF,Newport News/Williamsburg International Airport,America/New_York,Yorktown,Virginia,US,United States
PHG,Port Harcourt City,Africa/Lagos,Elele,Rivers,NG,Nigeria
PHH,Phan Thiet,Asia/Ho_Chi_Minh,Phan Thiet,Binh Thuan,VN,Vietnam
PHI,Pinheiro,America/Fortaleza,Pinheiro,Maranhao,BR,Brazil
PHJ,Port Hunter,Australia/Sydney,Carrington,New South Wales,AU,Australia
PHK,Palm Beach Co Glades,America/New_York,Pahokee,Florida,US,United States
PHL,Philadelphia International Airport,America/New_York,Colwyn,Pennsylvania,US,United States
PHN,St Clair County International,America/Detroit,Marysville,Michigan,US,United States
PHO,Point Hope Airport,America/Anchorage,,,US,United States
PHP,Philip,America/Chicago,Philip,South Dakota,US,United States
PHQ,The Monument Airport,Australia/Brisbane,,,AU,Australia
PHR,Pacific Harbor,Pacific/Fiji,,,FJ,Fiji
PHS,Phitsanulok Airport,Asia/Bangkok,Phitsanulok,Phitsanulok,TH,Thailand
PHT,Henry County,America/Chicago,Paris,Tennessee,US,United States
PHU,Phu Vinh,Asia/Ho_Chi_Minh,Tra Vinh,Tra Vinh,VN,Vietnam
PHW,Phalaborwa Airport,Africa/Johannesburg,Phalaborwa,Limpopo,ZA,South Africa
PHX,Phoenix Sky Harbor International Airport,America/Phoenix,Tempe Junction,Arizona,US,United States
PHY,Phetchabun,Asia/Bangkok,Lom Sak,Phetchabun,TH,Thailand
PHZ,Phi Phi Island,Asia/Bangkok,Thalang,Phuket,TH,Thailand
PIA,Peoria International Airport,America/Chicago,Bellevue,Illinois,US,United States
PIB,Hattiesburg-Laurel Regional Airport,America/Chicago,Rawls Springs,Mississippi,US,United States
